Energy,Total Scattered Spectrum
12.21,3.781880799437759
12.22,3.7788615473113976
12.3,3.74442860534125
12.31,3.7414176187497654
12.32,3.7384066321582803
12.3,1.8835125065015452
12.31,1.881997928043865
12.32,1.8804833495861855
12.3,1.7888487758013072
12.31,1.7874103187639776
12.32,1.7859718617266478
12.4,1.7858566854397455
12.41,1.7844089931679181
12.42,1.7829613008960903
12.4,3.7016446054133434
12.41,3.6986438930202374
12.42,3.695643180627132
12.4,1.8531862423091068
12.41,1.8516839698013958
12.42,1.8501816972936844
12.5,0.0
12.51,0.0
12.52,0.0
12.5,0.0
12.51,0.0
12.52,0.0
12.5,10.918296352896093
12.51,10.909373176971732
12.52,10.900450001047373
12.6,1.8100837339050122
12.61,1.8086457079957527
12.62,1.8073373710782226
12.6,0.0
12.61,0.0
12.62,0.0
12.6,7.287855902984377
12.61,7.282066046186519
12.62,7.276798350140798
12.7,1.8120019840397295
12.71,1.8106826297187042
12.72,1.809363275397679
12.7,1.8083860463940902
12.71,1.8070693249084588
12.72,1.8057526034228275
12.7,1.8123635778042935
12.71,1.8110439601997288
12.72,1.8097243425951641
12.8,1.79773155804197
12.81,1.7964129935715631
12.82,1.7950944291011564
12.8,1.7891993328793894
12.81,1.7878870264561884
12.82,1.7865747200329865
12.8,3.532092705895842
12.81,3.52950205662602
12.82,3.526911407356198
12.9,3.4502701123281283
12.91,3.4477207783214108
12.92,3.445171444314693
12.9,1.7415946731111875
12.91,1.740307844433567
12.92,1.7390210157559465
12.9,0.0
12.91,0.0
12.92,0.0
13.0,1.7634157289840164
13.01,1.762103078266956
13.02,1.7607904275498956
13.0,0.0
13.01,0.0
13.02,0.0
13.0,0.0
13.01,0.0
13.02,0.0
13.1,0.0
13.11,0.0
13.12,0.0
13.1,0.0
13.11,0.0
13.12,0.0
13.1,1.7420797620758348
13.11,1.74077326814308
13.12,1.7394667742103251
13.2,1.7342144642862363
13.21,1.7329040413529702
13.22,1.7315936184197043
13.2,5.155605398533438
13.21,5.151709673011456
13.22,5.147813947489477
13.2,0.0
13.21,0.0
13.22,0.0
13.3,0.0
13.31,0.0
13.32,0.0
13.3,0.0
13.31,0.0
13.32,0.0
13.3,0.0
13.31,0.0
13.32,0.0
13.4,0.0
13.41,0.0
13.42,0.0
13.4,0.0
13.41,0.0
13.42,0.0
13.4,0.0
13.41,0.0
13.42,0.0
13.5,3.3604558380899006
13.51,3.358183922086267
13.52,3.355912006082632
13.5,0.0
13.51,0.0
13.52,0.0
13.5,0.0
13.51,0.0
13.52,0.0
13.6,0.0
13.61,0.0
13.62,0.0
13.6,1.6678404142902452
13.61,1.6667051559717416
13.62,1.6655698976532385
13.6,0.0
13.61,0.0
13.62,0.0
13.7,0.0
13.71,0.0
13.72,0.0
13.7,1.551396872745502
13.71,1.550333637524565
13.72,1.5492704023036281
13.7,0.0
13.71,0.0
13.72,0.0
13.8,1.6458283147276964
13.81,1.6446925781446498
13.82,1.6435568415616029
13.8,0.0
13.81,0.0
13.82,0.0
13.8,6.546195680997031
13.81,6.541678348388179
13.82,6.5371610157793265
13.9,1.6261095709282283
13.91,1.624979644373711
13.92,1.6238497178191937
13.9,1.5350266334793494
13.91,1.5339599972661024
13.92,1.5328933610528552
13.9,1.629907879822682
13.91,1.6287753139564243
13.92,1.6276427480901663
14.0,1.617367107352733
14.01,1.6162353917345524
14.02,1.6151036761163722
14.0,1.5999504761137489
14.01,1.5988309473846796
14.02,1.5977114186556103
14.0,0.0
14.01,0.0
14.02,0.0
14.1,0.0
14.11,0.0
14.12,0.0
14.1,0.0
14.11,0.0
14.12,0.0
14.1,1.5953412756473921
14.11,1.5942171059808994
14.12,1.593092936314407
14.2,0.0
14.21,0.0
14.22,0.0
14.2,0.0
14.21,0.0
14.22,0.0
14.2,0.0
14.21,0.0
14.22,0.0
14.3,1.55394809780651
14.31,1.5528374435417498
14.32,1.5517267892769897
14.3,0.0
14.31,0.0
14.32,0.0
14.3,0.0
14.31,0.0
14.32,0.0
14.4,0.0
14.41,0.0
14.42,0.0
14.4,1.5032007560430893
14.41,1.502161714571014
14.42,1.5012176619547382
14.4,1.4940964136018393
14.41,1.4930636652275653
14.42,1.4921253303960007
14.5,0.0
14.51,0.0
14.52,0.0
14.5,0.0
14.51,0.0
14.52,0.0
14.5,1.5497051940844133
14.51,1.5487257221098705
14.52,1.5477462501353283
14.6,0.0
14.61,0.0
14.62,0.0
14.6,1.5362175269391025
14.61,1.5352404038923333
14.62,1.5342632808455643
14.6,0.0
14.61,0.0
14.62,0.0
14.7,1.4341304552930676
14.71,1.4332124263239645
14.72,1.4322943973548614
14.7,0.0
14.71,0.0
14.72,0.0
14.7,1.5254806495971607
14.71,1.5245041446892786
14.72,1.5235276397813975
14.8,1.5034824155798374
14.81,1.5025137919427747
14.82,1.501545168305712
14.8,0.0
14.81,0.0
