energy,error,flux
14.62,0.0,0.21076666666666666
14.7,0.0,0.40865333333333337
14.71,0.0,0.40865333333333337
14.72,0.0,0.40865333333333337
14.8,0.0,0.41573666666666664
14.81,0.0,0.41573666666666664
14.82,0.0,0.41573666666666664
14.9,0.0,0.21052
14.91,0.0,0.21052
14.92,0.0,0.21052
15.0,0.0,0.0
15.01,0.0,0.0
15.02,0.0,0.0
