 V0_LATITUDE,V0_LONGITUDE, V1_LATITUDE,V1_LONGITUDE, V2_LATITUDE,V2_LONGITUDE, V3_LATITUDE,V3_LONGITUDE,       MG_WT,  MG_FIT_UNC,  MG_SYS_UNC,  MG_TOT_UNC,       AL_WT,  AL_FIT_UNC,  AL_SYS_UNC,  AL_TOT_UNC,       SI_WT,  SI_FIT_UNC,  SI_SYS_UNC,  SI_TOT_UNC,       FE_WT,  FE_FIT_UNC,  FE_SYS_UNC,  FE_TOT_UNC
      -33.82,     -109.83,      -39.52,     -109.40,      -39.22,     -108.35,      -33.55,     -108.83,        4.40,        0.72,        1.32,        1.50,       13.20,        1.55,        3.63,        3.95,       26.38,        5.93,        4.38,        7.37,        1.00,        5.67,        4.10,        7.00
      -43.59,     -109.72,      -49.26,     -109.15,      -48.92,     -107.97,      -43.28,     -108.62,        8.91,        1.75,        1.32,        2.19,        8.70,        2.75,        3.63,        4.56,       27.33,        6.03,        4.38,        7.45,        1.00,        5.08,        4.10,        6.53
      -48.49,     -109.65,      -54.14,     -108.98,      -53.79,     -107.70,      -48.15,     -108.48,        7.67,        1.26,        1.32,        1.83,       10.04,        2.12,        3.63,        4.21,       22.97,        6.89,        4.38,        8.16,        1.00,        6.43,        4.10,        7.63
       40.95,     -120.43,       35.19,     -120.65,       34.93,     -119.45,       40.66,     -119.14,        2.90,        0.36,        1.32,        1.37,       16.20,        0.83,        3.63,        3.73,       18.69,        1.39,        4.38,        4.59,        4.63,        1.05,        4.10,        4.24
       26.60,     -120.20,       20.81,     -120.31,       20.66,     -119.25,       26.41,     -119.09,        2.61,        0.37,        1.32,        1.37,       13.53,        2.25,        3.63,        4.28,       16.26,        2.42,        4.38,        5.00,        3.78,        0.79,        4.10,        4.18
       21.80,     -120.15,       16.01,     -120.22,       15.90,     -119.18,       21.65,     -119.08,        2.65,        0.45,        1.32,        1.40,       13.19,        2.69,        3.63,        4.52,       17.02,        2.89,        4.38,        5.25,        4.84,        0.95,        4.10,        4.21
       17.00,     -120.10,       11.21,     -120.13,       11.14,     -119.13,       16.89,     -119.07,        2.97,        0.28,        1.32,        1.35,       18.10,        0.70,        3.63,        3.70,       21.99,        1.10,        4.38,        4.51,        3.61,        0.81,        4.10,        4.18
       -2.27,     -119.96,       -8.05,     -119.84,       -7.96,     -118.88,       -2.21,     -119.00,        2.56,        0.27,        1.32,        1.35,       17.82,        0.68,        3.63,        3.70,       23.23,        1.08,        4.38,        4.51,        3.04,        0.80,        4.10,        4.18
      -16.80,     -119.87,      -22.55,     -119.63,      -22.35,     -118.67,      -16.63,     -118.92,        2.27,        0.24,        1.32,        1.34,       16.76,        0.61,        3.63,        3.68,       22.05,        0.99,        4.38,        4.49,        3.90,        0.74,        4.10,        4.17
      -46.06,     -119.65,      -51.72,     -119.08,      -51.40,     -117.86,      -45.75,     -118.52,        3.36,        0.45,        1.32,        1.39,       16.44,        0.99,        3.63,        3.77,       20.10,        1.74,        4.38,        4.71,        4.59,        1.36,        4.10,        4.32
       25.16,     -121.28,       19.37,     -121.38,       19.23,     -120.32,       24.98,     -120.18,        3.32,        0.67,        1.32,        1.48,       16.52,        1.52,        3.63,        3.94,       18.18,        2.84,        4.38,        5.22,        6.07,        2.30,        4.10,        4.71
       15.56,     -121.19,        9.76,     -121.21,        9.71,     -120.21,       15.46,     -120.16,        3.79,        0.56,        1.32,        1.43,       16.04,        1.24,        3.63,        3.84,       18.28,        2.30,        4.38,        4.94,        6.12,        1.85,        4.10,        4.50
       10.75,     -121.15,        4.96,     -121.13,        4.94,     -120.15,       10.69,     -120.14,        4.56,        0.63,        1.32,        1.46,       16.65,        1.36,        3.63,        3.88,       14.50,        2.38,        4.38,        4.98,        8.39,        1.86,        4.10,        4.50
       -3.71,     -121.05,       -9.49,     -120.92,       -9.39,     -119.96,       -3.65,     -120.09,        3.06,        0.63,        1.32,        1.46,       18.97,        1.55,        3.63,        3.95,       18.66,        2.71,        4.38,        5.15,        4.57,        2.14,        4.10,        4.63
      -13.40,     -120.99,      -19.16,     -120.78,      -18.98,     -119.82,      -13.26,     -120.04,        2.66,        0.42,        1.32,        1.39,       16.83,        1.01,        3.63,        3.77,       18.83,        1.82,        4.38,        4.74,        6.77,        1.45,        4.10,        4.35
      -27.98,     -120.90,      -33.69,     -120.56,      -33.43,     -119.56,      -27.74,     -119.93,        2.58,        0.28,        1.32,        1.35,       17.87,        0.71,        3.63,        3.70,       21.97,        1.12,        4.38,        4.52,        1.86,        0.82,        4.10,        4.18
       19.17,     -124.51,       13.37,     -124.57,       13.29,     -123.54,       19.04,     -123.46,        2.03,        0.24,        1.32,        1.34,       18.25,        0.64,        3.63,        3.69,       24.40,        1.02,        4.38,        4.49,        1.79,        0.75,        4.10,        4.17
       14.37,     -124.48,        8.57,     -124.49,        8.52,     -123.49,       14.28,     -123.45,        2.15,        0.18,        1.32,        1.33,       17.44,        0.50,        3.63,        3.67,       22.33,        0.79,        4.38,        4.45,        4.67,        0.59,        4.10,        4.15
      -58.54,     -123.97,      -64.17,     -123.12,      -63.82,     -121.51,      -58.20,     -122.57,        3.85,        0.20,        1.32,        1.34,       13.75,        0.41,        3.63,        3.66,       24.62,        0.71,        4.38,        4.43,        3.92,        0.54,        4.10,        4.14
      -63.46,     -123.89,      -69.08,     -122.83,      -68.72,     -120.92,      -63.12,     -122.30,        3.03,        0.47,        1.32,        1.40,       10.99,        2.10,        3.63,        4.20,       18.32,        2.32,        4.38,        4.95,        3.92,        0.86,        4.10,        4.19
      -73.32,     -123.61,      -78.92,     -121.52,      -78.54,     -118.21,      -72.97,     -121.27,        3.55,        0.49,        1.32,        1.41,       10.06,        1.73,        3.63,        4.03,       17.31,        1.96,        4.38,        4.79,        4.32,        0.76,        4.10,        4.17
       73.02,     -127.80,       67.31,     -128.12,       66.93,     -125.72,       72.62,     -124.69,        4.37,        0.62,        1.32,        1.46,       18.00,        1.36,        3.63,        3.88,       20.53,        2.36,        4.38,        4.97,        3.65,        1.82,        4.10,        4.49
       68.25,     -127.14,       62.53,     -127.53,       62.16,     -125.50,       67.85,     -124.66,        3.91,        0.41,        1.32,        1.38,       16.99,        0.93,        3.63,        3.75,       21.22,        1.65,        4.38,        4.68,        4.08,        1.31,        4.10,        4.31
       53.93,     -126.24,       48.19,     -126.57,       47.86,     -125.12,       53.58,     -124.62,        3.58,        0.27,        1.32,        1.35,       18.60,        0.66,        3.63,        3.69,       18.97,        1.07,        4.38,        4.51,        2.44,        0.80,        4.10,        4.18
       10.85,     -125.55,        5.06,     -125.54,        5.04,     -124.55,       10.79,     -124.55,        3.11,        0.26,        1.32,        1.35,       19.63,        0.67,        3.63,        3.69,       19.49,        1.09,        4.38,        4.51,        4.35,        0.81,        4.10,        4.18
        6.04,     -125.52,        0.25,     -125.47,        0.27,     -124.50,        6.02,     -124.54,        2.50,        0.24,        1.32,        1.34,       19.95,        0.84,        3.63,        3.73,       20.41,        1.13,        4.38,        4.52,        3.10,        0.71,        4.10,        4.17
        1.22,     -125.49,       -4.57,     -125.40,       -4.51,     -124.44,        1.24,     -124.52,        3.11,        0.26,        1.32,        1.35,       19.01,        0.66,        3.63,        3.69,       19.65,        1.05,        4.38,        4.50,        3.50,        0.78,        4.10,        4.18
       -8.44,     -125.44,      -14.22,     -125.28,      -14.08,     -124.32,       -8.34,     -124.49,        3.02,        0.26,        1.32,        1.35,       19.27,        0.68,        3.63,        3.70,       19.22,        1.12,        4.38,        4.52,        4.22,        0.85,        4.10,        4.19
      -13.29,     -125.42,      -19.05,     -125.21,      -18.88,     -124.25,      -13.15,     -124.46,        3.87,        0.27,        1.32,        1.35,       17.55,        0.61,        3.63,        3.68,       17.83,        1.02,        4.38,        4.49,        4.76,        0.77,        4.10,        4.18
      -18.14,     -125.39,      -23.89,     -125.15,      -23.68,     -124.18,      -17.97,     -124.43,        3.37,        0.28,        1.32,        1.35,       17.10,        0.66,        3.63,        3.69,       19.33,        1.12,        4.38,        4.52,        4.85,        0.86,        4.10,        4.19
      -23.00,     -125.36,      -28.73,     -125.08,      -28.50,     -124.09,      -22.79,     -124.40,        3.33,        0.30,        1.32,        1.35,       19.05,        0.74,        3.63,        3.71,       18.63,        1.21,        4.38,        4.54,        5.02,        0.91,        4.10,        4.20
      -27.86,     -125.34,      -33.58,     -125.01,      -33.32,     -124.00,      -27.63,     -124.36,        3.20,        0.33,        1.32,        1.36,       18.58,        0.82,        3.63,        3.72,       18.45,        1.38,        4.38,        4.59,        4.35,        1.06,        4.10,        4.24
      -42.50,     -125.25,      -48.18,     -124.75,      -47.87,     -123.59,      -42.21,     -124.16,        3.84,        0.39,        1.32,        1.38,       15.16,        0.82,        3.63,        3.72,       18.64,        1.49,        4.38,        4.62,        8.87,        1.18,        4.10,        4.27
      -57.51,     -125.87,      -63.56,     -126.87,      -62.88,     -125.43,      -57.55,     -124.33,        5.85,        0.48,        1.32,        1.40,       12.15,        0.83,        3.63,        3.73,       17.94,        1.74,        4.38,        4.71,        7.78,        1.45,        4.10,        4.35
