 V0_LATITUDE,V0_LONGITUDE, V1_LATITUDE,V1_LONGITUDE, V2_LATITUDE,V2_LONGITUDE, V3_LATITUDE,V3_LONGITUDE,       MG_WT,  MG_FIT_UNC,  MG_SYS_UNC,  MG_TOT_UNC,       AL_WT,  AL_FIT_UNC,  AL_SYS_UNC,  AL_TOT_UNC,       SI_WT,  SI_FIT_UNC,  SI_SYS_UNC,  SI_TOT_UNC,       FE_WT,  FE_FIT_UNC,  FE_SYS_UNC,  FE_TOT_UNC
       -7.98,       80.04,      -13.68,       80.03,      -13.76,       80.90,       -8.03,       80.90,        4.82,        0.23,        1.32,        1.34,       14.67,        0.71,        3.63,        3.70,       16.81,        0.91,        4.38,        4.47,        6.66,        0.53,        4.10,        4.14
      -12.84,       80.11,      -18.54,       80.06,      -18.65,       80.95,      -12.92,       80.98,        4.55,        0.22,        1.32,        1.34,       14.36,        0.69,        3.63,        3.70,       16.71,        0.86,        4.38,        4.46,        5.27,        0.46,        4.10,        4.13
      -17.70,       80.18,      -23.39,       80.10,      -23.53,       81.01,      -17.81,       81.07,        5.01,        0.24,        1.32,        1.34,       13.22,        0.65,        3.63,        3.69,       13.41,        0.85,        4.38,        4.46,        6.37,        0.49,        4.10,        4.13
      -22.56,       80.25,      -28.25,       80.14,      -28.42,       81.09,      -22.69,       81.16,        3.72,        0.18,        1.32,        1.33,       17.48,        0.39,        3.63,        3.65,       19.23,        0.71,        4.38,        4.43,        6.62,        0.57,        4.10,        4.14
      -27.41,       80.33,      -33.10,       80.18,      -33.30,       81.17,      -27.58,       81.27,        5.14,        0.28,        1.32,        1.35,       13.66,        0.79,        3.63,        3.72,       14.92,        1.03,        4.38,        4.49,        5.92,        0.60,        4.10,        4.15
      -32.28,       80.41,      -37.96,       80.22,      -38.18,       81.26,      -32.47,       81.39,        4.69,        0.28,        1.32,        1.35,       11.56,        0.71,        3.63,        3.70,       13.59,        0.98,        4.38,        4.49,        5.01,        0.61,        4.10,        4.15
      -37.14,       80.50,      -42.82,       80.26,      -43.06,       81.38,      -37.35,       81.53,        5.28,        0.23,        1.32,        1.34,       14.05,        0.40,        3.63,        3.65,       19.10,        0.78,        4.38,        4.45,        6.60,        0.64,        4.10,        4.15
      -46.86,       80.71,      -52.53,       80.38,      -52.81,       81.71,      -47.12,       81.90,        4.35,        0.28,        1.32,        1.35,       15.33,        0.54,        3.63,        3.67,       18.88,        1.06,        4.38,        4.50,        8.72,        0.88,        4.10,        4.20
      -51.73,       80.84,      -57.39,       80.46,      -57.68,       81.95,      -52.00,       82.15,        4.40,        0.28,        1.32,        1.35,       14.90,        0.54,        3.63,        3.67,       19.70,        1.09,        4.38,        4.51,        6.39,        0.90,        4.10,        4.20
      -61.46,       81.21,      -67.11,       80.69,      -67.43,       82.74,      -61.75,       82.89,        3.65,        0.36,        1.32,        1.37,       15.68,        0.75,        3.63,        3.71,       18.50,        1.50,        4.38,        4.63,        6.46,        1.25,        4.10,        4.29
      -71.19,       81.92,      -76.85,       81.23,      -77.16,       84.74,      -71.49,       84.40,        3.32,        0.48,        1.32,        1.40,       16.20,        1.07,        3.63,        3.79,       20.50,        2.31,        4.38,        4.95,        4.38,        1.99,        4.10,        4.56
      -76.06,       82.61,      -81.71,       81.94,      -82.00,       87.57,      -76.35,       85.95,        3.01,        0.38,        1.32,        1.37,       17.70,        0.86,        3.63,        3.73,       20.67,        1.66,        4.38,        4.68,        2.94,        1.37,        4.10,        4.33
       65.04,       76.40,       59.41,       77.60,       59.74,       79.09,       65.39,       78.17,        2.78,        0.35,        1.32,        1.37,       19.56,        0.87,        3.63,        3.74,       19.76,        1.60,        4.38,        4.66,        3.26,        1.30,        4.10,        4.30
       60.16,       76.92,       54.53,       77.86,       54.84,       79.18,       60.50,       78.44,        5.05,        0.34,        1.32,        1.36,       14.15,        0.62,        3.63,        3.69,       17.58,        1.26,        4.38,        4.55,       10.85,        1.04,        4.10,        4.23
       30.95,       78.28,       25.27,       78.59,       25.45,       79.50,       31.16,       79.22,        5.29,        0.26,        1.32,        1.34,       15.37,        0.48,        3.63,        3.66,       16.90,        0.92,        4.38,        4.47,        6.62,        0.74,        4.10,        4.17
       11.51,       78.67,        5.81,       78.80,        5.87,       79.65,       11.60,       79.52,        5.26,        0.24,        1.32,        1.34,       16.15,        0.46,        3.63,        3.66,       17.21,        0.86,        4.38,        4.46,        6.38,        0.69,        4.10,        4.16
        6.65,       78.75,        0.95,       78.84,        0.97,       79.69,        6.71,       79.59,        5.71,        0.34,        1.32,        1.36,       16.05,        1.06,        3.63,        3.78,       16.76,        1.36,        4.38,        4.58,        7.58,        0.78,        4.10,        4.18
        1.80,       78.82,       -3.91,       78.88,       -3.92,       79.73,        1.82,       79.67,        5.74,        0.24,        1.32,        1.34,       15.12,        0.44,        3.63,        3.66,       16.25,        0.88,        4.38,        4.46,        9.61,        0.71,        4.10,        4.17
       -3.06,       78.89,       -8.77,       78.92,       -8.81,       79.77,       -3.07,       79.74,        5.91,        0.24,        1.32,        1.34,       15.60,        0.44,        3.63,        3.66,       16.26,        0.82,        4.38,        4.45,        7.53,        0.65,        4.10,        4.15
      -12.77,       79.03,      -18.48,       78.98,      -18.59,       79.87,      -12.85,       79.90,        5.05,        0.24,        1.32,        1.34,       15.50,        0.46,        3.63,        3.66,       14.93,        0.89,        4.38,        4.47,        8.03,        0.72,        4.10,        4.17
      -17.63,       79.10,      -23.33,       79.02,      -23.47,       79.93,      -17.74,       79.99,        6.31,        0.26,        1.32,        1.35,       15.59,        0.46,        3.63,        3.66,       16.05,        0.86,        4.38,        4.46,        6.86,        0.68,        4.10,        4.16
      -22.49,       79.17,      -28.18,       79.06,      -28.35,       80.00,      -22.63,       80.08,        4.53,        0.25,        1.32,        1.34,       16.75,        0.54,        3.63,        3.67,       16.16,        1.05,        4.38,        4.50,        9.45,        0.87,        4.10,        4.19
      -27.35,       79.25,      -33.04,       79.09,      -33.23,       80.08,      -27.52,       80.19,        6.01,        0.29,        1.32,        1.35,       15.78,        0.52,        3.63,        3.67,       16.87,        0.99,        4.38,        4.49,        7.73,        0.79,        4.10,        4.18
      -41.93,       79.51,      -47.61,       79.23,      -47.87,       80.44,      -42.17,       80.62,        5.49,        0.31,        1.32,        1.36,       13.85,        0.57,        3.63,        3.68,       14.57,        1.16,        4.38,        4.53,       10.95,        0.97,        4.10,        4.22
      -46.80,       79.63,      -52.47,       79.30,      -52.74,       80.62,      -47.05,       80.82,        5.76,        0.35,        1.32,        1.37,       15.46,        0.63,        3.63,        3.69,       18.11,        1.23,        4.38,        4.55,        7.17,        1.00,        4.10,        4.22
      -51.66,       79.76,      -57.32,       79.37,      -57.62,       80.86,      -51.94,       81.06,        5.44,        0.34,        1.32,        1.36,       14.77,        0.63,        3.63,        3.69,       16.84,        1.26,        4.38,        4.55,        9.25,        1.04,        4.10,        4.23
      -56.53,       79.92,      -62.19,       79.47,      -62.49,       81.18,      -56.81,       81.38,        5.05,        0.41,        1.32,        1.38,       13.40,        0.78,        3.63,        3.72,       13.61,        1.64,        4.38,        4.68,       13.15,        1.39,        4.10,        4.33
      -61.39,       80.12,      -67.05,       79.60,      -67.36,       81.64,      -61.69,       81.80,        4.06,        0.44,        1.32,        1.39,       12.53,        0.81,        3.63,        3.72,       15.47,        1.74,        4.38,        4.71,       11.25,        1.48,        4.10,        4.36
      -66.26,       80.41,      -71.91,       79.79,      -72.23,       82.36,      -66.56,       82.39,        5.37,        1.63,        1.32,        2.10,       14.41,        5.35,        3.63,        6.46,       11.38,        6.33,        4.38,        7.69,        4.68,        2.96,        4.10,        5.06
       60.11,       75.86,       54.48,       76.80,       54.79,       78.12,       60.45,       77.38,        5.56,        0.43,        1.32,        1.39,       13.90,        0.76,        3.63,        3.71,       16.27,        1.62,        4.38,        4.67,       11.86,        1.36,        4.10,        4.32
       55.24,       76.23,       49.60,       76.99,       49.89,       78.19,       55.56,       77.58,        4.72,        0.37,        1.32,        1.37,       17.11,        0.76,        3.63,        3.71,       17.62,        1.46,        4.38,        4.61,        5.84,        1.19,        4.10,        4.27
       45.50,       76.74,       39.84,       77.27,       40.10,       78.30,       45.78,       77.86,        5.27,        0.34,        1.32,        1.36,       16.92,        0.67,        3.63,        3.70,       18.61,        1.31,        4.38,        4.57,        5.46,        1.08,        4.10,        4.24
       40.63,       76.92,       34.97,       77.37,       35.20,       78.35,       40.89,       77.97,        4.66,        0.31,        1.32,        1.36,       17.24,        0.63,        3.63,        3.69,       16.24,        1.19,        4.38,        4.54,        7.31,        0.96,        4.10,        4.21
       35.77,       77.07,       30.09,       77.45,       30.30,       78.39,       36.00,       78.07,        5.45,        0.33,        1.32,        1.36,       17.99,        0.68,        3.63,        3.70,       16.82,        1.28,        4.38,        4.56,        6.35,        1.03,        4.10,        4.23
       21.19,       77.42,       15.49,       77.64,       15.61,       78.50,       21.34,       78.31,        6.30,        0.29,        1.32,        1.35,       16.68,        0.53,        3.63,        3.67,       16.17,        0.97,        4.38,        4.48,        6.00,        0.75,        4.10,        4.17
       -3.10,       77.81,       -8.80,       77.84,       -8.85,       78.69,       -3.11,       78.66,        6.51,        0.29,        1.32,        1.35,       15.57,        0.50,        3.63,        3.67,       15.93,        0.94,        4.38,        4.48,        7.08,        0.74,        4.10,        4.17
       -7.95,       77.88,      -13.66,       77.87,      -13.74,       78.74,       -8.00,       78.74,        5.29,        0.29,        1.32,        1.35,       16.53,        0.59,        3.63,        3.68,       15.03,        1.10,        4.38,        4.51,        7.94,        0.88,        4.10,        4.20
      -61.43,       79.03,      -67.08,       78.50,      -67.40,       80.54,      -61.73,       80.71,        4.42,        0.50,        1.32,        1.41,       16.97,        1.08,        3.63,        3.79,       15.65,        2.09,        4.38,        4.85,        5.68,        1.72,        4.10,        4.45
      -66.30,       79.31,      -71.95,       78.69,      -72.27,       81.25,      -66.60,       81.30,        4.72,        0.63,        1.32,        1.46,       17.60,        1.41,        3.63,        3.90,       14.90,        2.69,        4.38,        5.14,        7.34,        2.20,        4.10,        4.66
       66.96,       74.03,       61.34,       75.36,       61.67,       76.94,       67.32,       75.94,        3.13,        0.53,        1.32,        1.42,       20.00,        2.53,        3.63,        4.43,       20.48,        3.28,        4.38,        5.47,        3.83,        2.02,        4.10,        4.57
       37.75,       75.95,       32.08,       76.35,       32.29,       77.31,       37.99,       76.96,        5.37,        0.35,        1.32,        1.37,       16.30,        0.69,        3.63,        3.70,       14.97,        1.32,        4.38,        4.57,       10.04,        1.07,        4.10,        4.24
       18.31,       76.40,       12.61,       76.59,       12.71,       77.45,       18.44,       77.28,        6.59,        0.34,        1.32,        1.36,       15.31,        0.61,        3.63,        3.68,       15.74,        1.21,        4.38,        4.54,        8.39,        0.99,        4.10,        4.22
        3.74,       76.64,       -1.97,       76.71,       -1.96,       77.56,        3.78,       77.49,        5.71,        0.28,        1.32,        1.35,       15.29,        0.53,        3.63,        3.67,       15.09,        1.03,        4.38,        4.50,        9.90,        0.84,        4.10,        4.19
       -1.12,       76.71,       -6.82,       76.74,       -6.85,       77.60,       -1.11,       77.56,        5.57,        0.28,        1.32,        1.35,       16.04,        0.53,        3.63,        3.67,       14.68,        0.99,        4.38,        4.49,        8.69,        0.78,        4.10,        4.18
      -39.98,       77.30,      -45.65,       77.03,      -45.91,       78.20,      -40.21,       78.37,        5.96,        0.35,        1.32,        1.37,       14.44,        0.65,        3.63,        3.69,       13.27,        1.32,        4.38,        4.57,       10.85,        1.09,        4.10,        4.25
      -44.84,       77.40,      -48.89,       77.07,      -49.16,       78.30,      -45.10,       78.55,        5.37,        0.43,        1.32,        1.39,       14.32,        0.81,        3.63,        3.72,       13.36,        1.60,        4.38,        4.66,       11.25,        1.31,        4.10,        4.31
       37.44,       72.76,       31.77,       73.16,       31.99,       74.12,       37.69,       73.78,        4.34,        0.18,        1.32,        1.33,       13.13,        0.52,        3.63,        3.67,       15.85,        0.67,        4.38,        4.43,        4.88,        0.39,        4.10,        4.12
       32.58,       72.89,       26.90,       73.22,       27.10,       74.15,       32.81,       73.86,        4.07,        0.16,        1.32,        1.33,       13.66,        0.52,        3.63,        3.67,       16.01,        0.68,        4.38,        4.43,        5.70,        0.41,        4.10,        4.12
       27.72,       73.00,       22.04,       73.28,       22.20,       74.18,       27.92,       73.93,        4.29,        0.16,        1.32,        1.33,       13.02,        0.48,        3.63,        3.66,       14.42,        0.62,        4.38,        4.42,        5.27,        0.36,        4.10,        4.12
       22.87,       73.10,       17.18,       73.33,       17.31,       74.21,       23.03,       74.00,        4.47,        0.16,        1.32,        1.33,       14.63,        0.50,        3.63,        3.67,       16.81,        0.63,        4.38,        4.42,        4.65,        0.34,        4.10,        4.12
       18.01,       73.19,       12.32,       73.37,       12.42,       74.24,       18.15,       74.07,        4.17,        0.15,        1.32,        1.33,       13.53,        0.46,        3.63,        3.66,       15.27,        0.61,        4.38,        4.42,        5.18,        0.36,        4.10,        4.12
       13.16,       73.27,        7.46,       73.41,        7.53,       74.27,       13.26,       74.13,        4.61,        0.16,        1.32,        1.33,       15.39,        0.53,        3.63,        3.67,       17.32,        0.67,        4.38,        4.43,        5.21,        0.37,        4.10,        4.12
        8.31,       73.34,        2.60,       73.44,        2.64,       74.30,        8.38,       74.20,        4.51,        0.17,        1.32,        1.33,       12.73,        0.46,        3.63,        3.66,       16.32,        0.62,        4.38,        4.42,        5.72,        0.38,        4.10,        4.12
        3.46,       73.41,       -2.25,       73.47,       -2.25,       74.33,        3.49,       74.26,        4.55,        0.16,        1.32,        1.33,       12.49,        0.44,        3.63,        3.66,       15.77,        0.60,        4.38,        4.42,        6.22,        0.38,        4.10,        4.12
      -11.10,       73.60,      -16.80,       73.56,      -16.90,       74.45,      -11.17,       74.47,        4.91,        0.17,        1.32,        1.33,       13.60,        0.48,        3.63,        3.66,       15.84,        0.63,        4.38,        4.42,        5.66,        0.38,        4.10,        4.12
      -15.95,       73.67,      -21.65,       73.59,      -21.79,       74.50,      -16.05,       74.55,        4.39,        0.17,        1.32,        1.33,       12.99,        0.50,        3.63,        3.67,       15.18,        0.66,        4.38,        4.43,        5.44,        0.40,        4.10,        4.12
      -20.81,       73.73,      -26.50,       73.62,      -26.67,       74.56,      -20.94,       74.64,        5.24,        0.20,        1.32,        1.33,       15.17,        0.57,        3.63,        3.68,       17.90,        0.74,        4.38,        4.44,        5.98,        0.42,        4.10,        4.13
      -25.66,       73.80,      -31.35,       73.64,      -31.55,       74.62,      -25.83,       74.73,        4.78,        0.21,        1.32,        1.34,       13.60,        0.59,        3.63,        3.68,       17.39,        0.78,        4.38,        4.45,        5.67,        0.46,        4.10,        4.13
      -35.38,       73.95,      -37.82,       73.69,      -38.05,       74.73,      -35.59,       74.96,        4.79,        0.36,        1.32,        1.37,       15.32,        1.14,        3.63,        3.81,       17.07,        1.41,        4.38,        4.60,        5.67,        0.75,        4.10,        4.17
       64.87,       70.15,       59.25,       71.31,       59.58,       72.81,       65.23,       71.92,        3.31,        0.24,        1.32,        1.34,       18.95,        0.56,        3.63,        3.68,       19.68,        1.00,        4.38,        4.49,        3.60,        0.79,        4.10,        4.18
       55.13,       70.97,       49.49,       71.72,       49.79,       72.92,       55.46,       72.32,        4.68,        0.23,        1.32,        1.34,       16.25,        0.45,        3.63,        3.66,       18.93,        0.86,        4.38,        4.46,        6.07,        0.69,        4.10,        4.16
       50.26,       71.24,       44.61,       71.85,       44.89,       72.96,       50.57,       72.46,        4.14,        0.21,        1.32,        1.34,       16.08,        0.44,        3.63,        3.66,       19.42,        0.83,        4.38,        4.45,        5.40,        0.67,        4.10,        4.16
       35.68,       71.75,       30.00,       72.12,       30.21,       73.06,       35.92,       72.74,        5.04,        0.21,        1.32,        1.34,       16.46,        0.40,        3.63,        3.66,       19.34,        0.72,        4.38,        4.43,        5.13,        0.55,        4.10,        4.14
       25.96,       71.97,       20.27,       72.23,       20.43,       73.12,       26.15,       72.89,        5.18,        0.24,        1.32,        1.34,       15.76,        0.74,        3.63,        3.71,       17.74,        0.97,        4.38,        4.48,        8.24,        0.58,        4.10,        4.14
       11.40,       72.22,        5.70,       72.35,        5.76,       73.20,       11.49,       73.08,        5.03,        0.18,        1.32,        1.33,       15.08,        0.32,        3.63,        3.65,       18.51,        0.58,        4.38,        4.41,        6.39,        0.45,        4.10,        4.13
        6.55,       72.29,        0.85,       72.38,        0.87,       73.23,        6.61,       73.15,        5.31,        0.18,        1.32,        1.33,       14.94,        0.32,        3.63,        3.65,       18.10,        0.60,        4.38,        4.42,        6.63,        0.47,        4.10,        4.13
       -3.15,       72.42,       -8.86,       72.43,       -8.90,       73.30,       -3.16,       73.28,        5.74,        0.18,        1.32,        1.33,       15.38,        0.32,        3.63,        3.65,       17.80,        0.57,        4.38,        4.41,        5.39,        0.44,        4.10,        4.13
       -8.00,       72.48,      -13.70,       72.46,      -13.79,       73.34,       -8.05,       73.35,        5.78,        0.18,        1.32,        1.33,       15.20,        0.32,        3.63,        3.65,       16.78,        0.59,        4.38,        4.42,        6.38,        0.46,        4.10,        4.13
       23.80,       59.24,       18.11,       59.47,       18.25,       60.36,       23.98,       60.16,        7.20,        0.27,        1.32,        1.35,       11.28,        0.38,        3.63,        3.65,       18.04,        0.85,        4.38,        4.46,       14.46,        0.71,        4.10,        4.17
       18.96,       59.31,       13.26,       59.49,       13.37,       60.38,       19.10,       60.21,        6.90,        0.27,        1.32,        1.35,       12.18,        0.40,        3.63,        3.66,       18.78,        0.85,        4.38,        4.46,       14.39,        0.70,        4.10,        4.16
       71.70,       54.76,       66.10,       56.36,       66.44,       58.15,       72.07,       57.02,        3.69,        0.25,        1.32,        1.34,       18.54,        0.56,        3.63,        3.68,       17.84,        1.00,        4.38,        4.49,        4.88,        0.79,        4.10,        4.18
       66.81,       55.45,       61.19,       56.64,       61.53,       58.17,       67.17,       57.29,        4.25,        0.34,        1.32,        1.36,       15.38,        1.23,        3.63,        3.84,       13.32,        1.51,        4.38,        4.63,        6.51,        0.80,        4.10,        4.18
       61.92,       55.90,       56.30,       56.83,       56.62,       58.18,       62.27,       57.46,        4.61,        0.23,        1.32,        1.34,       17.32,        0.48,        3.63,        3.66,       18.61,        0.87,        4.38,        4.46,        5.79,        0.69,        4.10,        4.16
       57.04,       56.22,       51.40,       56.97,       51.72,       58.19,       57.37,       57.59,        4.94,        0.23,        1.32,        1.34,       17.53,        0.46,        3.63,        3.66,       18.69,        0.82,        4.38,        4.45,        6.10,        0.64,        4.10,        4.15
       52.16,       56.45,       46.52,       57.07,       46.81,       58.20,       52.48,       57.69,        5.75,        0.23,        1.32,        1.34,       16.87,        0.44,        3.63,        3.66,       19.11,        0.81,        4.38,        4.45,        5.71,        0.64,        4.10,        4.15
       47.29,       56.63,       41.63,       57.15,       41.91,       58.21,       47.58,       57.77,        5.87,        0.23,        1.32,        1.34,       15.25,        0.40,        3.63,        3.66,       17.22,        0.78,        4.38,        4.45,        8.12,        0.63,        4.10,        4.15
       42.42,       56.77,       36.76,       57.22,       37.01,       58.22,       42.70,       57.84,        5.35,        0.20,        1.32,        1.34,       14.99,        0.37,        3.63,        3.65,       16.98,        0.71,        4.38,        4.43,        7.59,        0.57,        4.10,        4.14
       37.56,       56.89,       31.88,       57.27,       32.12,       58.23,       37.81,       57.90,        7.07,        0.29,        1.32,        1.35,       18.88,        0.89,        3.63,        3.74,       19.03,        1.09,        4.38,        4.51,        5.58,        0.55,        4.10,        4.14
       32.70,       56.99,       27.02,       57.30,       27.22,       58.24,       32.93,       57.96,        5.38,        0.18,        1.32,        1.33,       15.14,        0.32,        3.63,        3.65,       16.24,        0.60,        4.38,        4.42,        6.76,        0.47,        4.10,        4.13
       23.00,       57.14,       17.30,       57.36,       17.45,       58.25,       23.17,       58.06,        7.17,        0.23,        1.32,        1.34,       12.21,        0.33,        3.63,        3.65,       20.00,        0.70,        4.38,        4.43,       12.43,        0.58,        4.10,        4.14
       18.16,       57.21,       12.45,       57.38,       12.56,       58.26,       18.30,       58.11,        7.16,        0.23,        1.32,        1.34,       11.75,        0.33,        3.63,        3.65,       20.85,        0.69,        4.38,        4.43,       13.39,        0.56,        4.10,        4.14
       13.32,       57.27,        7.61,       57.39,        7.68,       58.28,       13.43,       58.15,        5.82,        0.19,        1.32,        1.33,       14.19,        0.32,        3.63,        3.65,       19.59,        0.62,        4.38,        4.42,        9.72,        0.50,        4.10,        4.13
        8.48,       57.32,        2.77,       57.41,        2.81,       58.29,        8.56,       58.20,        5.65,        0.18,        1.32,        1.33,       14.01,        0.30,        3.63,        3.65,       17.04,        0.56,        4.38,        4.41,        6.13,        0.44,        4.10,        4.13
        3.65,       57.37,       -2.06,       57.42,       -2.06,       58.30,        3.69,       58.25,        7.22,        0.31,        1.32,        1.36,       12.66,        0.60,        3.63,        3.68,       18.30,        0.93,        4.38,        4.48,       13.88,        0.65,        4.10,        4.15
       -1.18,       57.42,       -6.90,       57.42,       -6.93,       58.32,       -1.18,       58.30,        7.01,        0.21,        1.32,        1.34,       11.54,        0.30,        3.63,        3.65,       17.09,        0.63,        4.38,        4.42,       10.72,        0.51,        4.10,        4.14
       -6.01,       57.46,      -11.72,       57.43,      -11.80,       58.34,       -6.04,       58.36,        6.40,        0.19,        1.32,        1.33,       13.49,        0.30,        3.63,        3.65,       16.30,        0.59,        4.38,        4.42,        9.20,        0.47,        4.10,        4.13
      -10.83,       57.51,      -16.55,       57.43,      -16.66,       58.36,      -10.91,       58.41,        7.17,        0.29,        1.32,        1.35,       14.62,        0.66,        3.63,        3.69,       18.03,        0.93,        4.38,        4.47,       11.45,        0.59,        4.10,        4.15
      -15.66,       57.55,      -21.37,       57.43,      -21.52,       58.39,      -15.77,       58.47,        5.69,        0.19,        1.32,        1.33,       14.44,        0.33,        3.63,        3.65,       17.34,        0.66,        4.38,        4.43,        8.09,        0.54,        4.10,        4.14
      -20.48,       57.59,      -26.19,       57.43,      -26.37,       58.42,      -20.63,       58.54,        5.01,        0.19,        1.32,        1.33,       15.25,        0.36,        3.63,        3.65,       16.92,        0.69,        4.38,        4.43,        7.16,        0.55,        4.10,        4.14
      -25.31,       57.64,      -31.01,       57.43,      -31.22,       58.46,      -25.49,       58.62,        4.30,        0.18,        1.32,        1.33,       15.50,        0.36,        3.63,        3.65,       17.18,        0.67,        4.38,        4.43,        7.11,        0.54,        4.10,        4.14
      -30.13,       57.68,      -33.82,       57.43,      -34.05,       58.49,      -30.34,       58.70,        4.65,        0.25,        1.32,        1.34,       16.60,        0.49,        3.63,        3.67,       17.29,        0.89,        4.38,        4.47,        5.96,        0.70,        4.10,        4.16
       23.98,       46.60,       18.29,       46.81,       18.44,       47.71,       24.17,       47.52,        8.02,        0.33,        1.32,        1.36,       15.66,        0.52,        3.63,        3.67,       16.66,        0.98,        4.38,        4.49,        7.85,        0.77,        4.10,        4.17
      -14.71,       46.93,      -20.42,       46.81,      -20.56,       47.74,      -14.82,       47.83,        5.66,        0.24,        1.32,        1.34,       14.54,        0.42,        3.63,        3.66,       16.22,        0.81,        4.38,        4.45,       10.05,        0.66,        4.10,        4.16
      -58.29,       47.30,      -63.94,       46.56,      -64.29,       48.40,      -58.62,       48.85,        7.27,        0.43,        1.32,        1.39,       14.65,        0.73,        3.63,        3.71,       16.18,        1.47,        4.38,        4.62,        7.77,        1.20,        4.10,        4.28
        4.50,       44.67,       -1.21,       44.71,       -1.20,       45.58,        4.55,       45.54,        8.01,        0.31,        1.32,        1.36,       10.86,        0.41,        3.63,        3.66,       14.13,        0.91,        4.38,        4.47,       16.90,        0.75,        4.10,        4.17
      -10.01,       44.76,      -15.72,       44.68,      -15.82,       45.58,      -10.08,       45.65,        6.02,        0.28,        1.32,        1.35,       13.25,        0.46,        3.63,        3.66,       13.70,        0.90,        4.38,        4.47,        9.72,        0.72,        4.10,        4.17
      -14.84,       44.79,      -20.55,       44.66,      -20.69,       45.59,      -14.95,       45.69,        5.97,        0.28,        1.32,        1.35,       15.46,        0.50,        3.63,        3.67,       14.70,        0.94,        4.38,        4.48,        9.35,        0.74,        4.10,        4.17
      -19.68,       44.82,      -25.38,       44.65,      -25.56,       45.60,      -19.82,       45.74,        5.12,        0.26,        1.32,        1.35,       13.63,        0.47,        3.63,        3.66,       13.28,        0.94,        4.38,        4.48,       12.53,        0.77,        4.10,        4.18
      -24.52,       44.85,      -30.21,       44.63,      -30.42,       45.62,      -24.70,       45.80,        5.54,        0.43,        1.32,        1.39,       16.93,        1.46,        3.63,        3.91,       15.30,        1.82,        4.38,        4.74,       10.72,        0.99,        4.10,        4.22
       83.62,       35.83,       78.05,       41.06,       78.43,       44.58,       84.05,       42.22,        3.33,        0.55,        1.32,        1.43,       19.20,        1.37,        3.63,        3.88,       15.35,        2.58,        4.38,        5.08,        7.69,        2.11,        4.10,        4.62
       49.49,       42.00,       43.84,       42.53,       44.13,       43.62,       49.81,       43.19,        6.51,        0.32,        1.32,        1.36,       15.72,        0.56,        3.63,        3.68,       15.14,        1.08,        4.38,        4.51,        9.33,        0.87,        4.10,        4.19
       44.62,       42.11,       38.97,       42.56,       39.24,       43.59,       44.92,       43.22,        6.59,        0.28,        1.32,        1.35,       14.92,        0.46,        3.63,        3.66,       16.85,        0.87,        4.38,        4.46,        8.09,        0.68,        4.10,        4.16
       39.76,       42.20,       34.10,       42.58,       34.35,       43.57,       40.04,       43.24,        5.99,        0.22,        1.32,        1.34,       14.43,        0.37,        3.63,        3.65,       17.75,        0.68,        4.38,        4.43,        7.32,        0.53,        4.10,        4.14
       34.91,       42.28,       29.23,       42.60,       29.45,       43.54,       35.16,       43.27,        4.29,        0.22,        1.32,        1.34,       10.47,        0.58,        3.63,        3.68,       13.91,        0.77,        4.38,        4.44,        6.84,        0.46,        4.10,        4.13
       10.67,       42.51,        4.97,       42.59,        5.02,       43.46,       10.76,       43.38,        5.44,        0.18,        1.32,        1.33,       10.65,        0.37,        3.63,        3.65,       14.81,        0.56,        4.38,        4.41,        7.76,        0.38,        4.10,        4.12
        5.83,       42.54,        0.12,       42.58,        0.14,       43.45,        5.89,       43.41,        5.71,        0.19,        1.32,        1.33,       11.56,        0.40,        3.63,        3.66,       17.30,        0.60,        4.38,        4.42,        8.48,        0.40,        4.10,        4.12
        0.99,       42.57,       -4.72,       42.57,       -4.74,       43.45,        1.01,       43.44,        6.68,        0.23,        1.32,        1.34,        9.64,        0.37,        3.63,        3.65,       16.57,        0.63,        4.38,        4.42,       11.46,        0.46,        4.10,        4.13
       -3.84,       42.59,       -9.55,       42.55,       -9.62,       43.44,       -3.87,       43.47,        6.00,        0.22,        1.32,        1.34,       12.38,        0.48,        3.63,        3.66,       16.24,        0.69,        4.38,        4.43,        9.19,        0.45,        4.10,        4.13
      -13.52,       42.64,      -19.23,       42.52,      -19.36,       43.44,      -13.62,       43.54,        4.83,        0.20,        1.32,        1.34,       13.71,        0.55,        3.63,        3.67,       15.86,        0.75,        4.38,        4.44,        8.77,        0.48,        4.10,        4.13
      -18.36,       42.66,      -24.06,       42.50,      -24.23,       43.44,      -18.49,       43.58,        4.58,        0.21,        1.32,        1.34,       13.02,        0.57,        3.63,        3.68,       14.82,        0.80,        4.38,        4.45,        7.71,        0.51,        4.10,        4.14
      -42.57,       42.76,      -48.24,       42.32,      -48.55,       43.56,      -42.85,       43.90,        2.90,        0.16,        1.32,        1.33,       13.99,        0.65,        3.63,        3.69,       13.87,        0.82,        4.38,        4.45,        5.63,        0.48,        4.10,        4.13
      -47.42,       42.79,      -53.08,       42.26,      -53.41,       43.62,      -47.72,       44.01,        4.78,        0.27,        1.32,        1.35,       15.23,        0.88,        3.63,        3.74,       18.03,        1.10,        4.38,        4.51,        5.62,        0.61,        4.10,        4.15
